STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	RoundID	Plot	Title	Step	SearchID	Line	AcceptNpc	SubmitNpc	AcceptSceneID	SubmitSceneID	AutoAcceptID	AutoSubmit	PreTaskLimit	NextTaskLimit	AcceptLimit	SubmitLimit	SubFunction	TaskItemList	RefreshMonster	TimeLimitLength	SubmitNpcEx	TaskScript	TitleId	ContextId	AcceptDialogId	CompleteDialogId	UnCompleteDialogId	TaskTargetId	TrackInfoID	LineNextInfo	CanAcceptMenu	UncompleteMenu	CompleteMenu	AcceptMovie	SubmitMovie	DramaAccept	DramaSubmit	CanGiveup	ShareType	RepeatType	RepeatPeriod	CountDayLimit	DifficultCoefficient	DifficultLevel	ReputationLimit	AcceptReputationLimit	TiaozhanTime	FastCompleteMoney	FastCompletePrize
73300	50				s1620201	13	newmp_sjy_008	newmp_sjy_008	786	786					116662;116860						SubmitNpcEx_73300		title_73300	context_73300	accept_73300_1;menu_73300_1	complete_73300;submit_73300		target_73300		next_73300	CanAcceptMenu_73300							0	0	0									
73301	50				s1620201	13	newmp_sjy_008	newmp_sjy_008	786	786					116662			73301			SubmitNpcEx_73301		title_73301	context_73301	accept_73301_1;menu_73301_1	complete_73301;submit_73301		target_73301		next_73301								1	0	0									
73302	50				s1620201	13	newmp_sjy_008	newmp_sjy_008	786	786					116662			73301			SubmitNpcEx_73302		title_73302	context_73302	accept_73302_1;menu_73302_1	complete_73302;submit_73302		target_73302		next_73302								1	0	0									
73303	50				s1620201	13	newmp_sjy_008	newmp_sjy_008	786	786					116662			73301			SubmitNpcEx_73303		title_73303	context_73303		complete_73303;submit_73303		target_73303		next_73303								1	0	0									
73304	50				s1620201	13	newmp_sjy_008	newmp_sjy_008	786	786					116662			73301			SubmitNpcEx_73304		title_73304	context_73304		complete_73304;submit_73304		target_73304		next_73304								1	0	0									
73305	50				s1620201	13	newmp_sjy_008	newmp_sjy_008	786	786					116662						SubmitNpcEx_73305		title_73305	context_73305				target_73305		next_73305								1	0	0									
73306	50				s1620201	13	newmp_sjy_008	newmp_sjy_008	786	786					116662			73301			SubmitNpcEx_73306		title_73306	context_73306		complete_73306;submit_73306		target_73306		next_73306								1	1	0									
73307	50				s1620201	13	newmp_sjy_008	newmp_sjy_008	786	786					116662			73301			SubmitNpcEx_73307		title_73307	context_73307		complete_73307;submit_73307		target_73307		next_73307								1	0	0									
73308	50				s1620201	13	newmp_sjy_008	newmp_sjy_008	786	786					116662						SubmitNpcEx_73308		title_73308	context_73308				target_73308		next_73308								1	0	0									
73309	50				s1620201	13	newmp_sjy_008	newmp_sjy_008	786	786					116662			73301			SubmitNpcEx_73309		title_73309	context_73309	accept_73309_1;menu_73309_1	complete_73309;submit_73309		target_73309		next_73309								1	0	0									
73310					s1620201	13	newmp_sjy_njxl_001	newmp_sjy_njxl_001	786	786					116662;116859						SubmitNpcEx_73310		title_73310	context_73310	accept_73310_1;menu_73310_1	complete_73310;submit_73310		target_73310		next_73310	CanAcceptMenu_73310							0	0	3	1	1							
73311					s1620201	13	newmp_sjy_njxl_002	newmp_sjy_njxl_002	786	786					116662;113501;116861;17545						SubmitNpcEx_73311		title_73311	context_73311	accept_73311_1;menu_73311_1	complete_73311;submit_73311		target_73311			CanAcceptMenu_73311		CompleteMenu_73311					0	0	3	1	1							
73312	50				s1620201	13	newmp_sjy_008	newmp_sjy_008	786	786					116662								title_73312	context_73312				target_73312		next_73312								1	0	0									
73313	50				s1620201	13	newmp_sjy_008	newmp_sjy_008	786	786					116662								title_73313	context_73313				target_73313		next_73313								1	0	0									
73314	50				s1620201	13	newmp_sjy_008	newmp_sjy_008	786	786					116662						SubmitNpcEx_73314		title_73314	context_73314				target_73314		next_73314								1	0	0									
73201					s1620301	13	newmp_sjy_mjdh01	newmp_mj_001	786	769				73202							SubmitNpcEx_73201		title_73201	context_73201	accept_73201_1;menu_73201_1	complete_73201;submit_73201		target_73201		next_73201	CanAcceptMenu_73201		CompleteMenu_73201					1	0	0	0	0							
73202					s1620301	13	newmp_mj_001	newmp_sjy_001	769	786			73201	73203							SubmitNpcEx_73202		title_73202	context_73202	accept_73202_1;menu_73202_1	complete_73202;submit_73202		target_73202		next_73202	CanAcceptMenu_73202		CompleteMenu_73202					1	0	0	0	0							
73203					s1620301	13	newmp_sjy_001	newmp_sjy_mjdh01	786	786			73202								SubmitNpcEx_73203		title_73203	context_73203	accept_73203_1;menu_73203_1	complete_73203;submit_73203		target_73203		next_73203	CanAcceptMenu_73203		CompleteMenu_73203					1	0	0	0	0							
73204					s1620301	13	newmp_sjy_mjdh01	newmp_sjy_mjdh01	786	786			73203								SubmitNpcEx_73204		title_73204	context_73204	accept_73204_1;menu_73204_1			target_73204		next_73204	CanAcceptMenu_73204		CompleteMenu_73204					1	0	0	0	0							
