STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	Plot	Title	Step	SearchID	Line	AcceptNpc	SubmitNpc	SceneID	AcceptSceneID	SubmitSceneID	AutoAcceptID	AutoSubmit	PreTaskLimit	NextTaskLimit	NotShowMenu	Relation	LuckValue	AcceptLimit	SubmitLimit	AcceptDecMoney	SubFunction	TaskItemList	RefreshMonster	TimeLimitLength	SubmitNpcEx	TaskScript	TitleId	ContextId	AcceptDialogId	CompleteDialogId	UnCompleteDialogId	TaskTargetId	TrackInfoID	LineNextInfo	CanAcceptMenu	UncompleteMenu	CompleteMenu	AcceptMovie	SubmitMovie	DramaAccept	DramaSubmit	CanGiveup	ShareType	RepeatType	RepeatPeriod	CountDayLimit	NeedVip	TimeLimitLenghtEx	AcceptArea	AcceptRepLimit	ConditionPrize	ReputationLimit	AcceptReputationLimit
82000		洛阳燕门世家		s760505	7				16	16								3174									title_82000	context_82000	accept_82000_1;menu_82000_1	complete_82000	uncom_82000	target_82000	task_TrackInfo_82000	next_82000	CanAcceptMenu_82000	UncompleteMenu_82000	CompleteMenu_82000					1	1	1	1	1			73				repute_jianghu|60418383
82001		洛阳燕门世家		s760505	5				16	16								3174									title_82001	context_82001	accept_82001_1;menu_82001_1	complete_82001	uncom_82001	target_82001	task_TrackInfo_82001	next_82001	CanAcceptMenu_82001	UncompleteMenu_82001	CompleteMenu_82001					1	0	1	1	1			73		10416&3715|100044|conditiontext_100044|0|conditiontips_0;10416&3714|100043|conditiontext_100043|14|conditiontips_14;10416&3713|100042|conditiontext_100042|17|conditiontips_17;10416&3711|100040|conditiontext_100040|17|conditiontips_17;10416&3710|100039|conditiontext_100039|13|conditiontips_13;10416&3709|100038|conditiontext_100038|1|conditiontips_1;10416&3708|100037|conditiontext_100037|0|conditiontips_0		repute_jianghu|60418383
82002		洛阳燕门世家		s760505	5				16	16								3174									title_82002	context_82002	accept_82002_1;menu_82002_1	complete_82002	uncom_82002	target_82002	task_TrackInfo_82002	next_82002	CanAcceptMenu_82002	UncompleteMenu_82002	CompleteMenu_82002					1	1	1	1	1			73				repute_jianghu|60418383
82003		洛阳燕门世家		s760505	5				16	16								3174									title_82003	context_82003	accept_82000_1;menu_82000_4	complete_82003	uncom_82003	target_82003	task_TrackInfo_82003	next_82003	CanAcceptMenu_82003	UncompleteMenu_82003	CompleteMenu_82003					1	0	1	1	1			73		10416&3715|100044|conditiontext_100044|0|conditiontips_0;10416&3714|100043|conditiontext_100043|14|conditiontips_14;10416&3713|100042|conditiontext_100042|17|conditiontips_17;10416&3711|100040|conditiontext_100040|17|conditiontips_17;10416&3710|100039|conditiontext_100039|13|conditiontips_13;10416&3709|100038|conditiontext_100038|1|conditiontips_1;10416&3708|100037|conditiontext_100037|0|conditiontips_0		repute_jianghu|60418383
82004		洛阳燕门世家		s760505	5				16	16								3174									title_82004	context_82004	accept_82004_1;menu_82004_1	complete_82004	uncom_82004	target_82004	task_TrackInfo_82004	next_82004	CanAcceptMenu_82004	UncompleteMenu_82004	CompleteMenu_82004					1	1	1	1	1			73				repute_jianghu|60418383
82005		洛阳燕门世家		s760505	7				16	16								3174									title_82005	context_82005	accept_82005_1;menu_82005_1	complete_82005	uncom_82005	target_82005	task_TrackInfo_82005	next_82005	CanAcceptMenu_82005	UncompleteMenu_82005	CompleteMenu_82005					1	1	1	1	1			73				repute_jianghu|60418383
82006		洛阳燕门世家		s760505	5				16	16								3174									title_82006	context_82006	accept_82006_1;menu_82006_1	complete_82006	uncom_82006	target_82006	task_TrackInfo_82006	next_82006	CanAcceptMenu_82006	UncompleteMenu_82006	CompleteMenu_82006					1	0	1	1	1			73		10416&3715|100044|conditiontext_100044|0|conditiontips_0;10416&3714|100043|conditiontext_100043|14|conditiontips_14;10416&3713|100042|conditiontext_100042|17|conditiontips_17;10416&3711|100040|conditiontext_100040|17|conditiontips_17;10416&3710|100039|conditiontext_100039|13|conditiontips_13;10416&3709|100038|conditiontext_100038|1|conditiontips_1;10416&3708|100037|conditiontext_100037|0|conditiontips_0		repute_jianghu|60418383
82007		洛阳燕门世家		s760505	5				16	16								3174									title_82007	context_82007	accept_82007_1;menu_82007_1	complete_82007	uncom_82007	target_82007	task_TrackInfo_82007	next_82007	CanAcceptMenu_82007	UncompleteMenu_82007	CompleteMenu_82007					1	1	1	1	1			73				repute_jianghu|60418383
82008		洛阳燕门世家		s760505	5				16	16								3174									title_82008	context_82008	accept_82008_1;menu_82008_1	complete_82008	uncom_82008	target_82008	task_TrackInfo_82008	next_82008	CanAcceptMenu_82008	UncompleteMenu_82008	CompleteMenu_82008					1	0	1	1	1			73		10416&3715|100044|conditiontext_100044|0|conditiontips_0;10416&3714|100043|conditiontext_100043|14|conditiontips_14;10416&3713|100042|conditiontext_100042|17|conditiontips_17;10416&3711|100040|conditiontext_100040|17|conditiontips_17;10416&3710|100039|conditiontext_100039|13|conditiontips_13;10416&3709|100038|conditiontext_100038|1|conditiontips_1;10416&3708|100037|conditiontext_100037|0|conditiontips_0		repute_jianghu|60418383
