STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	Plot	Title	Step	SearchID	Line	AcceptNpc	SubmitNpc	SceneID	AcceptSceneID	SubmitSceneID	AutoAcceptID	AutoSubmit	PreTaskLimit	NextTaskLimit	NotShowMenu	Relation	LuckValue	AcceptLimit	SubmitLimit	AcceptDecMoney	SubFunction	TaskItemList	RefreshMonster	TimeLimitLength	SubmitNpcEx	TaskScript	TitleId	ContextId	AcceptDialogId	CompleteDialogId	UnCompleteDialogId	TaskTargetId	TrackInfoID	LineNextInfo	CanAcceptMenu	UncompleteMenu	CompleteMenu	AcceptMovie	SubmitMovie	DramaAccept	DramaSubmit	CanGiveup	ShareType	RepeatType	RepeatPeriod	CountDayLimit	DifficultCoefficient	DifficultLevel	IsClose
1001				s980103	9		FuncNpc00003		1	1								10293				43995			SubmitNpcEx_1001		title_1001	context_1001	accept_1001_1;menu_1001_1|accept_1001_2;menu_1001_2	complete_1001;submit_1001		target_1001		next_1001	CanAcceptMenu_1001		CompleteMenu_1001					1	0	0					
1002				s980103	9		FuncNpc00003		1	1															SubmitNpcEx_1002		title_1002	context_1002	accept_1002_1;menu_1002_1|accept_1002_2;menu_1002_2	complete_1002;submit_1002		target_1002		next_1002	CanAcceptMenu_1002		CompleteMenu_1002					1	0	0					
1003				s980103	9		WorldNpc00169		1	1															SubmitNpcEx_1003		title_1003	context_1003	accept_1003_1;menu_1003_1|accept_1003_2;menu_1003_2|accept_1003_3;menu_1003_3	complete_1003_1;submit_1003_1|complete_1003_2;submit_1003_2		target_1003		next_1003	CanAcceptMenu_1003		CompleteMenu_1003					1	0	0					
1004				s980103	9		JobQianDZ011			1															SubmitNpcEx_1004		title_1004	context_1004		complete_1004;submit_1004		target_1004		next_1004			CompleteMenu_1004					1	0	0					
1005				s980103	9		FuncNpc00058		3	3								10294				43995			SubmitNpcEx_1005		title_1005	context_1005	accept_1005_1;menu_1005_1|accept_1005_2;menu_1005_2	complete_1005;submit_1005		target_1005		next_1005	CanAcceptMenu_1005		CompleteMenu_1005					1	0	0					
1006				s980103	9		FuncNpc00058		3	3															SubmitNpcEx_1006		title_1006	context_1006	accept_1006_1;menu_1006_1|accept_1006_2;menu_1006_2	complete_1006;submit_1006		target_1006		next_1006	CanAcceptMenu_1006		CompleteMenu_1006					1	0	0					
1007				s980103	9		WorldNpc00948		3	3															SubmitNpcEx_1007		title_1003	context_1003	accept_1007_1;menu_1007_1|accept_1007_2;menu_1007_2|accept_1007_3;menu_1007_3	complete_1003_1;submit_1003_1|complete_1003_2;submit_1003_2		target_1003		next_1007	CanAcceptMenu_1007		CompleteMenu_1003					1	0	0					
1008				s980103	9		JobYanYZ011			3															SubmitNpcEx_1008		title_1004	context_1004		complete_1008;submit_1008		target_1008					CompleteMenu_1008					1	0	0					
1010				s980103	9		FuncNpc00609		17	17								10296				43995			SubmitNpcEx_1010		title_1010	context_1010	accept_1010_1;menu_1010_1|accept_1010_2;menu_1010_2	complete_1010;submit_1010		target_1010		next_1010	CanAcceptMenu_1010		CompleteMenu_1010					1	0	0					
