STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	Plot	Title	Step	SearchID	Line	AcceptNpc	SubmitNpc	SceneID	AcceptSceneID	SubmitSceneID	AutoAcceptID	AutoSubmit	PreTaskLimit	NextTaskLimit	NotShowMenu	Relation	LuckValue	AcceptLimit	SubmitLimit	AcceptDecMoney	SubFunction	TaskItemList	RefreshMonster	TimeLimitLength	SubmitNpcEx	TaskScript	TitleId	ContextId	AcceptDialogId	CompleteDialogId	UnCompleteDialogId	TaskTargetId	TrackInfoID	LineNextInfo	CanAcceptMenu	UncompleteMenu	CompleteMenu	AcceptMovie	SubmitMovie	DramaAccept	DramaSubmit	CanGiveup	ShareType	RepeatType	RepeatPeriod	CountDayLimit	DifficultCoefficient	DifficultLevel
86600				s1010101	10		WorldNpc02604			10															SubmitNpcEx_86600		title_86600	context_86600		complete_86600;submit_86600		target_86600		next_86600			CompleteMenu_86600					1	0	1	0	0		
86601				s1010101	10		WorldNpc02604			10															SubmitNpcEx_86601		title_86601	context_86601		complete_86601;submit_86601		target_86601		next_86601			CompleteMenu_86601					1	0	1	0	0		
86602				s1010101	10		WorldNpc02604			10															SubmitNpcEx_86602		title_86602	context_86602		complete_86602;submit_86602		target_86602					CompleteMenu_86602					1	0	1	0	0		
86603				s1010101	10		WorldNpc02604			10															SubmitNpcEx_86603		title_86603	context_86603		complete_86603;submit_86603		target_86603					CompleteMenu_86603					1	0	1	0	0		
86604				s1010101	10		WorldNpc02604			10															SubmitNpcEx_86604		title_86604	context_86604		complete_86604;submit_86604		target_86604		next_86604			CompleteMenu_86604					1	0	1	0	0		
86605				s1010101	10		WorldNpc02604			10															SubmitNpcEx_86605		title_86605	context_86605		complete_86605;submit_86605		target_86605					CompleteMenu_86605					1	0	1	0	0		
86606				s1010101	10		WorldNpc02604			10															SubmitNpcEx_86606		title_86606	context_86606		complete_86606;submit_86606		target_86606					CompleteMenu_86606					1	0	1	0	0		
86607				s1010101	10		WorldNpc02604			10												43711;43712;43713			SubmitNpcEx_86607		title_86607	context_86607		complete_86607;submit_86607		target_86607					CompleteMenu_86607					1	0	1	0	0		
86608				s1010101	10		WorldNpc02604			10															SubmitNpcEx_86608		title_86608	context_86608		complete_86608;submit_86608		target_86608					CompleteMenu_86608					1	0	1	0	0		
86609				s1010101	10		WorldNpc02604			10															SubmitNpcEx_86609		title_86609	context_86609		complete_86609;submit_86609		target_86609					CompleteMenu_86609					1	0	1	0	0		
