STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	Plot	Title	Step	SearchID	Line	AcceptNpc	SubmitNpc	SceneID	AcceptSceneID	SubmitSceneID	AutoAcceptID	AutoSubmit	PreTaskLimit	NextTaskLimit	NotShowMenu	Relation	LuckValue	AcceptLimit	AcceptReputationLimit	ReputationLimit	SubmitLimit	AcceptDecMoney	SubFunction	TaskItemList	RefreshMonster	TimeLimitLength	SubmitNpcEx	TaskScript	TitleId	ContextId	AcceptDialogId	CompleteDialogId	UnCompleteDialogId	TaskTargetId	TrackInfoID	LineNextInfo	CanAcceptMenu	UncompleteMenu	CompleteMenu	AcceptMovie	SubmitMovie	DramaAccept	DramaSubmit	CanGiveup	ShareType	RepeatType	RepeatPeriod	CountDayLimit	NeedVip	TimeLimitLenghtEx	AcceptArea	AcceptRepLimit	ConditionPrize
82350		幽云十六州古战场		s780404	5	WorldNpc05465	WorldNpc05465		18	18								3174;3170	repute_jianghu|60418383										title_82350	context_82350	accept_82350_1;menu_82350_1	complete_82350		target_82350		next_82350	CanAcceptMenu_82350		CompleteMenu_82350					1	1	1	1	1			93		10416&3742|100071|conditiontext_100071|0|conditiontips_0;10416&3741|100070|conditiontext_100070|14|conditiontips_14;10416&3740|100069|conditiontext_100069|17|conditiontips_17;10416&3739|100068|conditiontext_100068|13|conditiontips_13;10416&3738|100067|conditiontext_100067|17|conditiontips_17;10416&3737|100066|conditiontext_100066|13|conditiontips_13;10416&3736|100065|conditiontext_100065|1|conditiontips_1;10416&3735|100064|conditiontext_100064|0|conditiontips_0
82351		幽云十六州古战场		s780404	5	WorldNpc05466	WorldNpc05466		18	18								3174;3170	repute_jianghu|60418383										title_82351	context_82351	accept_82351_1;menu_82351_1	complete_82351		target_82351		next_82351	CanAcceptMenu_82351		CompleteMenu_82351					1	1	1	1	1			93		
82352		幽云十六州古战场		s780404	7	WorldNpc05465	WorldNpc05465		18	18								3174;3170;10416;3740	repute_jianghu|60418383					36780					title_82352	context_82352	accept_82352_1;menu_82352_1	complete_82352		target_82352		next_82352	CanAcceptMenu_82352		CompleteMenu_82352					1	1	1	1	1			93		
82353		幽云十六州古战场		s780404	5	WorldNpc05468	WorldNpc05468		18	18								3174;3170	repute_jianghu|60418383										title_82353	context_82353	accept_82353_1;menu_82353_1	complete_82353		target_82353		next_82353	CanAcceptMenu_82353		CompleteMenu_82353					1	1	1	1	1			93		
82354		幽云十六州古战场		s780404	5	WorldNpc05468	WorldNpc05465		18	18								3174;3170	repute_jianghu|60418383										title_82354	context_82354	accept_82354_1;menu_82354_1	complete_82354		target_82354		next_82354	CanAcceptMenu_82354		CompleteMenu_82354					1	1	1	1	1			93		10416&3742|100071|conditiontext_100071|0|conditiontips_0;10416&3741|100070|conditiontext_100070|14|conditiontips_14;10416&3740|100069|conditiontext_100069|17|conditiontips_17;10416&3739|100068|conditiontext_100068|13|conditiontips_13;10416&3738|100067|conditiontext_100067|17|conditiontips_17;10416&3737|100066|conditiontext_100066|13|conditiontips_13;10416&3736|100065|conditiontext_100065|1|conditiontips_1;10416&3735|100064|conditiontext_100064|0|conditiontips_0
82355		幽云十六州古战场		s780404	5	WorldNpc05469	WorldNpc05469		18	18								3174;3170	repute_jianghu|60418383										title_82355	context_82355	accept_82355_1;menu_82355_1	complete_82355		target_82355		next_82355	CanAcceptMenu_82355		CompleteMenu_82355					1	1	1	1	1			93		
82356		幽云十六州古战场		s780404	7	WorldNpc05470	WorldNpc05483		18	18								3174;3170;10416;3741	repute_jianghu|60418383					36782					title_82356	context_82356	accept_82356_1;menu_82356_1	complete_82356		target_82356		next_82356	CanAcceptMenu_82356		CompleteMenu_82356					1	1	1	1	1			93		
82357		幽云十六州古战场		s780404	5	WorldNpc05472	WorldNpc05472		18	18								3174;3170	repute_jianghu|60418383										title_82357	context_82357	accept_82357_1;menu_82357_1	complete_82357		target_82357		next_82357	CanAcceptMenu_82357		CompleteMenu_82357					1	1	1	1	1			93		10416&3742|100071|conditiontext_100071|0|conditiontips_0;10416&3741|100070|conditiontext_100070|14|conditiontips_14;10416&3740|100069|conditiontext_100069|17|conditiontips_17;10416&3739|100068|conditiontext_100068|13|conditiontips_13;10416&3738|100067|conditiontext_100067|17|conditiontips_17;10416&3737|100066|conditiontext_100066|13|conditiontips_13;10416&3736|100065|conditiontext_100065|1|conditiontips_1;10416&3735|100064|conditiontext_100064|0|conditiontips_0
82358		幽云十六州古战场		s780404	5	WorldNpc05473	WorldNpc05473		18	18								3174;3170	repute_jianghu|60418383					36784					title_82358	context_82358	accept_82358_1;menu_82358_1	complete_82358		target_82358		next_82358	CanAcceptMenu_82358		CompleteMenu_82358					1	1	1	1	1			93		
