STRING	STRING	STRING	STRING	STRING
ID	Xpoint	Zpoint	HoldTime	TalkID
401-301	933.5	349		
401-301	931.9	356.9		
401-301	930.6	367		
401-301	928.2	377.8		
401-301	924.9	390.9		
401-301	919.6	404.2		
401-301	912.3	415		
401-301	901	426.7		
401-301	889.6	435.6		
401-301	877	443.4		
401-301	864.1	448.9		
401-301	848.8	456.3		
401-301	833.3	463.2		
401-301	817.8	471.3		
401-301	803.4	481.5		
401-301	789.7	493		
401-301	776.8	504.7		
401-301	758.4	519.1		
401-301	751.1	509.1		
401-301	742.4	497.2	2000	convoy_talk_301
401-301	733.8	483.8		
401-302	501.2	1026		
401-302	512.9	1020.1		
401-302	522.7	1015.5		
401-302	535.5	1009		
401-302	550.5	999.9		
401-302	565.3	997.7		
401-302	581.5	996.4		
401-302	594.5	993.3		
401-302	604.3	988.8		
401-302	616.5	983.5		
401-302	632.3	976.8		
401-302	646.7	968.8		
401-302	662	961.9		
401-302	676.5	955.5		
401-302	692.2	949.9		
401-302	708.4	944.7		
401-302	724.1	940.4		
401-302	737.1	934.2		
401-302	752.3	924.3		
401-302	765.3	912.4		
401-302	774.2	899.8		
401-302	783.3	885.9		
401-302	792.2	870.7	2000	convoy_talk_302
401-302	800.6	856		
401-303	501.2	1026		
401-303	512.9	1020.1		
401-303	522.7	1015.5		
401-303	535.5	1009		
401-303	550.5	999.9		
401-303	565.3	997.7		
401-303	581.5	996.4		
401-303	594.5	993.3		
401-303	604.3	988.8		
401-303	616.5	983.5		
401-303	632.3	976.8		
401-303	646.7	968.8		
401-303	662	961.9		
401-303	676.5	955.5		
401-303	692.2	949.9		
401-303	708.4	944.7		
401-303	724.1	940.4		
401-303	737.1	934.2		
401-303	752.3	924.3		
401-303	765.3	912.4		
401-303	774.2	899.8		
401-303	783.3	885.9		
401-303	792.2	870.7	2000	convoy_talk_303
401-303	800.6	856		
401-304	201.1	583.2		
401-304	208.2	590.1		
401-304	215.3	595.2		
401-304	225.7	598.6		
401-304	238.3	604.2		
401-304	252.3	610.9		
401-304	263.4	610.9		
