STRING	STRING	STRING	STRING	STRING
ID	Xpoint	Zpoint	HoldTime	TalkID
18-26650	1013	1026	convoy_talk_26650_1	
				
				
18-26650	1021	1019	convoy_talk_26650_2	
				
				
18-26650	1029	1008	convoy_talk_26650_3	
				
				
18-26650	1041	1000	convoy_talk_26650_4	
				
				
18-26650	1055	992	convoy_talk_26650_5	
				
				
18-26650	1068	986	convoy_talk_26650_6	
				
				
18-26650	1078	977	convoy_talk_26650_7	
				
				
18-26650	1089	980	convoy_talk_26650_8	
				
				
18-26650	1101	980	convoy_talk_26650_9	
				
				
18-26650	1106	976	convoy_talk_26650_10	
				
				
18-26650	1112	982	convoy_talk_26650_11	
18-26628	941	691		
18-26628	938	689		
18-26628	928	683		
18-26628	930	671		
18-26628	933	658		
18-26628	935	644		
18-26628	938	628		
18-26628	940	613		
18-26628	941	601		
18-26628	944	587		
18-26628	946	569		
18-26628	948	554		
18-26628	948	540		
18-26628	950	511		
