STRING	STRING	STRING	STRING	STRING
ID	Xpoint	Zpoint	HoldTime	TalkID
9-22586	-52	729		
				
				
9-22586	-54	732		
				
9-22586	-52	733		
9-22586	-47	727		
				
				
9-22586	-37	735		
				
				
9-22586	-25	743		
				
				
9-22586	-9	753		
				
				
9-22586	6	751		
				
				
9-22586	15	757		
				
				
9-22586	7	770		
				
				
9-22586	0	780		
				
				
9-22586	-10	796		
				
				
9-22586	-6	799		
				
				
9-22586	-6	809		
				
				
9-22603	14	833		
				
				
9-22603	17	826		
				
				
9-22603	13	815		
				
				
9-22603	1	806		
				
				
9-22603	7	798		
				
				
9-22603	11	782		
				
				
9-22603	14	784		
				
				
9-22608	46	738		
				
				
9-22608	46	745		
				
				
9-22608	45	755		
				
				
9-22608	53	761		
				
				
9-22608	48	769		
				
				
9-22608	50	775		
9-22592	37	1180		
9-22592	93	1179		
9-22592	128	1183		
9-22592	161	1192		
9-22592	186	1198		
9-22592	220	1200		
9-22592	257	1197		
