STRING	STRING	STRING	STRING	STRING
ID	Xpoint	Zpoint	HoldTime	TalkID
10-2419	489.304	489.222	5000	
11-2301	451.134	160.507		
11-2301	434.089	134.952		
11-2301	438.838	122.937		
11-2301	468.155	113.586		
11-2301	483.775	111.839		
11-2301	491.804	163.631		
11-2301	484.254	188.807		
11-2301	484.093	209.791		
11-2301	513.561	235.288		
11-2301	513.149	267.101		
11-2301	480.588	293.142		
11-2301	481.048	307.241		
11-2301	481.129	312.689		
11-2301	488.331	315.861		
11-2301	487.038	324.648		
11-2301	484.269	335.497		
11-2301	480.384	349.163		
11-2301	482.839	383.391		
11-2301	479.965	412.944		
11-2301	482.052	458.701		
11-2301	490.094	466.367		
11-2301	491.183	526.623		
11-2301	480.684	538.591		
11-2301	479.296	602.891		
11-2301	480.253	622.979		
11-2301	503.648	632.088		
11-2301	520.111	631.985		
11-2301	545.864	631.784		
11-2301	561.239	631.668		
11-2301	607.541	631.757		
11-2301	637.362	631.302		
11-2301	639.455	675.022		
11-2301	646.915	677.499		
11-2301	648.481	733.123		
11-2301	640.276	733.684		
11-2301	640.005	737.825		
11-2301	640.688	750.275		
11-2301	640.873	761.696		
11-2301	640.871	774.56		
11-2301	641.201	791.841		
11-2301	640.158	821.216		
11-2301	610.933	837.849		
11-2301	540.276	829.112		
11-2301	541.373	827.455		
11-2301	540.811	817.668		
11-2302	540.833	817.099		
11-2302	540.075	821.967		
11-2302	483.836	826.575		
11-2305	510.239	713.102		
11-2305	510.416	718.546		
11-2305	510.433	746.489		
11-2305	510.359	751.622		
11-2305	510.336	761.277		
11-2305	510.195	767.102		
11-2305	504.562	789.275		
11-2305	499.472	823.847		
11-2305	554.194	832.078		
11-2305	587.122	837.816		
11-2305	629.998	845.836		
11-2305	636.133	844.534	20000	
11-2305	668.701	857.932		
11-2305	680.416	873.126		
11-2305	706.564	890.704		
11-2305	710.618	909.438		
11-2305	691.359	916.947		
11-2305	668.256	920.228		
11-2305	657.724	903.907		
11-2305	656.163	900.468		
11-2305	650.914	897.266	10000	
11-2305	656.439	900.898		
11-2305	655.128	906.135		
11-2305	676.121	916.775		
11-2305	700.505	918.408		
11-2305	706.483	912.608		
11-2305	708.304	893.668		
11-2305	704.204	888.732		
11-2305	678.619	869.475		
11-2305	663.147	855.777		
11-2305	644.474	841.349		
11-2305	638.583	839.089		
11-2305	640.959	790.893		
11-2305	640.492	771.693		
11-2305	639.733	750.715		
11-2305	640.598	735.241		
11-2305	648.081	732.183	10000	
11-2305	649.454	716.548		
11-2305	648.929	703.976		
11-2305	648.041	691.969		
11-2305	647.953	676.253		
11-2305	638.708	676.739		
11-2305	638.848	664.796		
12-2009	504	718	0	
12-2009	504	718	0	
12-2009	519	713	0	
12-2009	540	701	0	
12-2009	568	694	0	
12-2009	598	696	0	
12-2009	659	706	0	
12-2009	693	704	0	
12-2009	714	667	0	
12-2009	737	595	0	
12-2009	764	517	0	
12-2009	798	423	0	
12-2009	791	406	0	
12-2009	803	377	0	
12-2009	818	368	0	
12-2009	821	362	0	
12-2181	822	360		convoy_talk_2181_0
12-2181	810	354		
12-2181	815	338		
12-2181	821	336		
12-2181	825	318		
12-2181	794	307	5000	convoy_talk_2181_1
12-2181	776	300		
12-2181	771	314		
12-2181	741	323		
12-2181	723	300	5000	convoy_talk_2181_2
12-2181	675	240		
12-2181	658	203	5000	convoy_talk_2181_3
12-2181	621	180		
12-2181	566	190	5000	convoy_talk_2181_4
12-2181	563	177	15000	convoy_talk_2181_5
12-2181	563	173		
12-2222	496	686	0	
12-2222	499	690	0	
12-2222	506	699	0	
14-2108	420	486		
14-2108	427	483		
14-2108	469	472		
14-2108	495	399		
14-2108	507	364		
14-2108	561	382		
14-2108	605	397		
14-2108	606	397		
14-2108	600	413		
14-2108	610	416		
28-2061	135	663		
28-2061	172	675		
28-2061	271	670		
28-2061	373	611		
28-2061	416	635		
28-2061	520	630		
28-2061	602	592		
28-2061	709	610		
28-2063	503	838		
28-2063	402	873		
28-2063	360	874		
28-2063	332	875		
28-2067	332	875		
28-2067	360	874		
28-2067	402	873		
28-2067	503	838		
28-2068	550	781		
28-2068	529	793		
28-2068	488	739		
28-2068	446	726		
28-2068	394	709		
28-2068	350	695		
28-2070	107	681		
28-2070	119	676		
28-2070	132	663		
28-2070	172	675		
28-2070	214	675		
28-2072	373	611		
28-2072	416	635		
28-2072	520	630		
28-2072	602	592		
28-2072	709	610		
28-2084				
28-2084				
30-2162	227	748		DH_0_0_0_0
30-2162	222	755		
30-2162	223	763		
30-2162	231	768		
30-2162	243	773		
30-2162	253	777	40000	DH_0_0_0_1
30-2162	266	780		
30-2162	279	783		
30-2162	300	813		
30-2162	344	835		
30-2162	394	826		
30-2162	417	830		
30-2162	441	843		
30-2162	478	896		
30-2162	511	909		
30-2162	572	907		
30-2162	619	900	20000	
30-2162	645	900		
30-2162	686	869	5000	DH_0_0_0_3
30-2162	691	861		
