STRING	STRING	STRING	STRING	STRING
ID	Xpoint	Zpoint	HoldTime	TalkID
1-50197	685	686	500	
1-50197	725	676	500	
1-50197	789	674	500	
1-50197	800	647	500	
1-50197	802	632	500	
1-50206	990	1013	0	
1-50206	1008	998	0	
1-50206	1052	984	0	
1-50206	1058	965	0	
1-50206	1039	909	0	
1-50206	1020	898	0	
1-50206	968	907	0	
1-50206	959	895	0	
1-50206	955	872	0	
1-50206	937	815	1000	
1-50206	932	808	0	
1-50209	679	684	500	
1-50209	647	692	500	
1-50209	626	711	500	
1-50209	607	733	500	
1-50209	590	752	500	
1-50209	583	776	500	
1-50209	528	817	500	
1-50209	475	826	500	
1-50209	447	795	500	
1-50209	420	765	500	
1-50209	415	729	500	
1-50209	429	713	500	
1-50209	415	687	500	
1-50209	413	654	500	
1-50209	429	639	500	
1-50217	724	677	0	
1-50217	782	677	0	
1-50217	837	678	0	
1-50217	841	678	0	
1-50217	859	674	0	
1-50217	882	678	0	
1-50217	883	662	3000	convoy_talk_50217
1-50217	882	666	0	
1-50227	602	303	0	
1-50227	602	257	0	
1-50227	603	208	0	
1-50227	612	189	0	
1-50227	608	161	0	
1-50227	616	122	6000	convoy_talk_50227
1-50227	614	130	0	
10-50354	421	830	0	
10-50354	429	830	0	
10-50354	431	843	0	
10-50354	432	856	0	
10-50354	432	886	0	
10-50354	432	910	0	
10-50354	433	930	0	
10-50354	436	942	0	
10-50354	463	931	0	
10-50354	486	939	0	
10-50354	510	930	0	
10-50354	532	936	0	
10-50354	553	918	0	
10-50354	553	898	0	
10-50354	552	885	0	
10-50354	557	876	0	
10-50365	495	300	0	
10-50365	495	273	0	
10-50365	525	263	0	
10-50365	549	254	0	
10-50365	554.1664	253.325	0	
10-50365	566	250	0	
10-50365	575	236	0	
10-50365	584	226	0	
10-50365	602	224	0	
10-50365	612	214	0	
10-50365	621	161	0	
10-50365	621	153	0	
10-50365	619	139	0	
10-50365	602.5613	139.982	0	
16-50297	880	656	0	
16-50297	896	656	0	
16-50297	896	685	0	
16-50297	895	701	0	
16-50297	922	701	0	
16-50297	920	697	0	
16-50297	913	678	0	
16-50297	913	661	0	
16-50297	914	644	0	
16-50326	773	578	0	
16-50326	787	568	0	
16-50326	772	541	0	
16-50326	730	538	0	
16-50326	685	535	0	
16-50326	623	533	0	
16-50326	562	531	0	
16-50326	517	530	0	
16-50326	471	528	0	
16-50326	434	576	0	
16-50326	421	575	0	
16-50334	402	576	0	
16-50334	366	554	0	
16-50334	332	553	0	
16-50334	288	514	0	
16-50334	283	499	0	
16-50334	282	440	0	
16-50334	284	408	0	
16-50334	287	394	0	
16-50334	283	379	0	
17-50164	1245	702	0	
17-50164	1266	707	0	
17-50164	1271	717	0	
17-50164	1271	724	5000	convoy_talk_50164
17-50164	1272	720	0	
2-50455	165	91	0	
2-50455	167	106	0	
2-50455	178	106	0	
2-50455	194	142	0	
2-50455	214	161	0	
2-50455	242	188	0	
2-50455	268	208	500	convoy_talk_50455
20-50489	669	762	0	
20-50489	622	744	0	
20-50489	597	710	0	
20-50489	588.1	699.5	0	
20-50491	634	676	0	
20-50491	658	659	0	
20-50491	661	651	0	
20-50491	615	641	0	
20-50491	608	616	0	
20-50491	628	605	0	
20-50491	639	607	0	
9-50255	1062.56	-306.12	0	
9-50255	1038.97	-296.87	0	
9-50255	1011.63	-289.07	0	
9-50255	983.08	-283.14	0	
9-50255	972.9	-304.52	0	
9-50255	970.74	-309.33	1000	
9-50255	958.42	-307.78	0	
9-50266	1062.44	-9	0	
9-50266	1068.19	-11.56	0	
9-50266	1081.28	-3.28	0	
9-50266	1111.91	-13.84	0	
9-50266	1113.47	-21.6	0	
9-50266	1106.92	-36.52	0	
9-50266	1067.85	-70.5	0	
9-50266	1059.62	-89.26	0	
9-50266	1059.03	-91.59	0	
9-50266	1082.34	-101.72	0	
9-50266	1077.93	-108.82	0	
9-50266	1074.33	-107.6	0	
9-50266	1068.44	-103.88	0	
9-50266	1061.79	-108.07	0	
9-50266	1086.05	-115.48	0	
9-50266	1081.54	-125.68	0	
9-50266	1063.08	-124.83	0	
9-50266	1045.95	-144.14	1000	
9-50266	1086.63	-159.23	0	
9-50274	973.88	-120.92	0	
9-50274	971.07	-125.3	0	
9-50274	985.92	-131.54	0	
9-50274	1007.51	-143.46	0	
9-50274	1019.86	-146.33	0	
9-50274	1058.91	-152.04	1000	
9-50274	1085.77	-161.97	0	
9-50377	1087	-165	0	
9-50377	1088	-161	0	
9-50377	1059	-150	0	
9-50377	1049	-147	0	
9-50377	1061	-120	0	
9-50377	1092	-130	0	
9-50377	1102	-124	5000	convoy_talk_50377_1
9-50377	1099	-126	0	
9-50379	1092	-130	0	
9-50379	1061	-120	0	
9-50379	1048	-147	0	
9-50379	1058	-150	0	
9-50379	1087	-161	0	
9-50379	1090	-162	0	
9-50015	928.68	332.413	0	
9-50015	944.914	342.518	0	
9-50015	992.661	353.808	0	convoy_talk_50015_3
9-50015	1017.057	355.235	0	
9-50015	1086	338	3000	convoy_talk_50015_1
9-50015	1081	342	0	
9-50069	1045.438	-143.156	0	
9-50069	1096.68	-166.43	0	
9-50099	883	-227	0	
9-50099	900	-235	0	
