STRING	STRING	STRING	STRING	STRING
ID	Xpoint	Zpoint	HoldTime	TalkID
12-48434	507	749	0	
12-48434	510	719	0	
12-48434	533	704	0	
12-48434	566	693	0	
12-48434	594	696	0	
12-48434	612	699	0	
12-48434	639	703	0	
12-48434	658	705	0	
12-48434	664	706	0	
12-48434	698	696	0	
12-48434	708	677	0	
12-48438	1069	678	0	
12-48438	1138	655	0	
2-48251	-135.962	-211.196	0	
2-48251	-136.931	-212.415	0	
2-48251	-156.041	-229.949	0	
2-48251	-157.487	-230.021	0	
2-48251	-172.766	-239.246	0	convoy_talk_48251
2-48259	-213.448	-275.345	0	
2-48259	-248.228	-282.986	0	
2-48259	-246.095	-266.949	0	convoy_talk_48259
24-48126	690.691	490.143	0	
24-48126	654.071	504.134	0	
24-48126	599.707	498.338	0	convoy_talk_48126
7-48336	295	419	0	
7-48336	305	471	0	convoy_talk_48336
7-48336	338	473	0	
7-48336	338	481	0	
8-48053	556	421	0	
8-48053	556	411	0	convoy_talk_48053
8-48053	566	413	0	
8-48173	244.297	46.172	0	convoy_talk_48173
8-48173	203	26	0	
8-48173	162.424	6.311	0	
8-48173	170.882	-32.679	0	
8-48196	94.854	829.271	0	
8-48196	82.429	850.759	0	
8-48196	112.571	862.412	0	convoy_talk_48196
8-48196	106.006	867.954	0	
8-48322	161.952	-15.323	0	
8-48322	159.834	-29.059	0	convoy_talk_48322
8-48322	162	-44	0	
8-48365	321	117	0	
8-48365	337	112	0	
8-48365	350	92	0	
8-48365	374	101	0	convoy_talk_48352
8-48477	125	-7	0	
8-48477	131	-4	0	
8-48477	150	4	0	
8-48477	167	12	0	
8-48477	198	25	0	
8-48477	228	37	0	
8-48477	243	44	0	
17-48159	1262.351	681.453	0	convoy_talk_48159_1
17-48159	1279.523	680.137	0	
14-48421	811	165	0	
14-48421	818	186	0	
14-48421	841	185	5000	convoy_talk_48421_3
14-48421	843	183	5000	convoy_talk_48421_4
14-48421	842	185	5000	convoy_talk_48421_5
14-48421	835	187	0	
9-48480	87	774	0	
9-48480	53	750	0	
9-48480	40	742	0	
9-48480	24	764	5000	convoy_talk_48480_4
9-48480	29	755	0	
8-48361	121	-20	0	
8-48361	126.174	-9.554	0	
8-48361	126.987	-8.048	0	
8-48361	158	6	0	
8-48361	198	24	0	
8-48361	238.271	43.716	0	
8-48361	235	79	0	
8-48361	251	105	0	convoy_talk_48352
8-48363	282	124	0	
8-48363	303	125	0	
11-48246	384.842	253.165	0	
11-48246	373.486	253.992	0	
11-48246	366.911	253.002	3	convoy_talk_48246
7-48352	498.4	671.6	0	
7-48352	489.5	666.9	0	
7-48352	490.2	644.2	0	
7-48352	476.3	647.1	0	
7-48352	453.1	643.2	0	convoy_talk_48352_5
7-48352	447	633	0	
8-48228	491	669	0	
8-48228	515	664	0	
8-48228	540	657	0	
8-48228	540.607	645.489	0	
8-48228	540.481	647.445	0	
8-48228	538.193	634.591	0	
8-48228	538.007	633.092	0	convoy_talk_48228
8-48228	544.085	608.958	0	
8-48228	544.751	608.094	0	
8-48228	544.826	605.713	0	
14-48428	838.2	97.2	0	
14-48428	843	123.3	0	
14-48428	826.3	131.5	0	convoy_talk_48428_3
14-48428	802.7	135.2	5	
14-48428	803.8	142.5	0	
14-48428	804.7	148.6	0	
14-48428	809.7	164.6	0	
14-48428	816	164.2	0	convoy_talk_48428_8
14-48428	822.2	163.3	0	
14-48428	827.2	162.7	0	
14-48428	829	165	0	
8-48038	115	0	0	convoy_talk_48038_1
8-48038	139	-1	0	
8-48038	164	-3	0	
8-48038	157	-56	0	
8-48038	172	-103	0	convoy_talk_48038_5
8-48046	140.2	-65.4	0	
8-48046	159.2	-33.8	0	
8-48046	165	-12.9	0	convoy_talk_48046_3
8-48046	161	8.5	0	
8-48046	188.1	20.1	5	
8-48046	228.3	37.7	0	
8-48046	249	42	0	
8-48046	262.7	25.5	0	
8-48046	275.3	30.3	0	
8-48046	284.3	26.3	0	
8-48046	287	35	0	
8-48046				
8-48046				
8-48046				convoy_talk_48046_14
8-48046				
8-48086	540.3	417.7	0	
8-48086	541.6	406.1	0	convoy_talk_48086_2
8-48086	526.8	407.3	0	
8-48086	508.1	410.7	0	
8-48086	506.7	388.4	0	
8-48086	504.2	380.7	0	
8-48086	501.6	373.3	0	
8-48086	499.2	362.9	0	
8-48086	506.812	358.578	0	convoy_talk_48086
8-48012	145	-47	0	
8-48012	150	-39	2000	convoy_talk_48012_2
8-48012	155	-30	0	
8-48012	161	-18	0	
8-48012	153	-8	0	
8-48012	143	-6	0	
8-48012	131	-6	1000	convoy_talk_48012_7
8-48012	123	-6	0	
8-48012	116	-4	2000	convoy_talk_48012_9
8-48012	109	-2	0	
8-48015	365	118	0	convoy_talk_48015_1
8-48015	384	114	0	
8-48015	406	119	0	
8-48015	426	126	0	
8-48015	447	135	0	
8-48015	461	141	0	
8-48015	477	157	0	
8-48015	476	178	0	convoy_talk_48015_8
8-48015	482	193	0	
8-48011	336	51	0	convoy_talk_48011_1
8-48011	342	66	0	
8-48011	339	83	0	
8-48011	356	93	0	
8-48011	375	102	8000	convoy_talk_48011_5
8-48011	366	117	0	convoy_talk_48011_6
8-48011	358	119	4000	convoy_talk_48011_7
8-48011	349	129	0	
