STRING	STRING	STRING	STRING	STRING
ID	Xpoint	Zpoint	HoldTime	TalkID
13-34108	958	1212	0	
13-34108	970	1207	3000	convoy_talk_34108_2
13-34108	983	1202	0	
13-34108	996	1198	0	
13-34108	1015	1193	3000	convoy_talk_34108_5
13-34108	1013	1180	0	
13-34114	427	121	0	
13-34114	432	118	3000	convoy_talk_34114_2
13-34114	430	111		
13-34126	424	123	0	
13-34126	423	144	0	
13-34126	423	164	0	
13-34126	422	179	3000	convoy_talk_34126_5
13-34126	422	202	0	
3-34058	583.297	799.349	0	
3-34058	582.582	788.087	0	
3-34058	582.795	777.057	0	
3-34058	582.06	761.358	0	
3-34058	583.784	752.809	0	
3-34058	586.227	739.429	3000	convoy_talk_34058_6
3-34058	587	732	0	
5-34073	467	-197	0	
5-34073	452	-172	0	
5-34073	446	-144	0	
5-34073	455	-114	0	
5-34073	468	-117	0	
5-34073	469	-97	3000	
5-34073	452	-78	3000	convoy_talk_34073_6
5-34073	433	-58	0	
21-34087	310	552	0	
21-34087	313	550	3000	convoy_talk_34087_2
21-34087	310	552	3000	convoy_talk_34087_3
21-34087	319	545	0	
21-34093	310	552	0	
21-34093	313	550	3000	convoy_talk_34093_2
21-34093	319	545	0	
21-34080	329	529	0	
21-34080	324	535	0	
21-34080	320	540	0	
21-34080	316	546	0	
21-34080	314	549	3000	convoy_talk_34080_5
21-34080	310	552	0	
21-34084	474	169	4000	convoy_talk_34084_2
21-34084	475	173	3000	convoy_talk_34084_3
21-34084	485	177	0	
21-34092	357	898	0	
21-34092	347	888	3000	convoy_talk_34092_2
21-34092	344	874	0	
21-34092	353	863	0	
21-34092	361	854	0	
21-34092	370	843	3000	convoy_talk_34092_6
21-34092	373	831	0	
21-34092	372	820	0	
21-34092	367	807	0	
21-34092	365	791	0	convoy_talk_34092_10
21-34092	367	779	0	
21-34092	368	765	0	
21-34092	365	749	0	
21-34092	361	735	0	convoy_talk_34092_14
21-34092	356	720	0	
21-34092	353	704	0	
21-34092	350	687	0	
21-34092	349	674	0	convoy_talk_34092_18
21-34092	347	652	0	
21-34092	346	638	0	
21-34092	346	623	0	
21-34092	346	602	0	
21-34092	352	583	0	
21-34092	358	564	0	
21-34092	363	547	0	
21-34092	367	527	0	convoy_talk_34092_26
21-34092	369	511	0	
21-34092	367	496	0	
21-34092	369	483	0	
21-34092	356	475	0	
21-34092	341	470	0	convoy_talk_34092_31
21-34092	323	488	0	
21-34092	328	504	0	
21-34092	333	521	0	
21-34092	326	535	0	
21-34092	317	543	0	
7-34036	680.561	497.587	0	
7-34036	684.981	496.707	3000	convoy_talk_34036_2
7-34036	691	475	3000	convoy_talk_34036_3
7-34036	688	486	0	
17-34023	261	801	0	
17-34023	258	803	3000	convoy_talk_34023_2
17-34023	255	804	4000	convoy_talk_34023_3
17-34023	252	799	0	
17-34017	465	783	0	
17-34017	457	782	0	
17-34017	452	780	0	
17-34017	441	778	0	
17-34017	431	779	0	
17-34017	425	782	1000	convoy_talk_34017_7
17-34017	420	785	0	
17-34027	560	951	0	
17-34027	559	943	0	
17-34027	552	931	2000	convoy_talk_34031_3
17-34027	545	915	0	
17-34027	534	904	0	
17-34027	529	886	0	
17-34027	529	870	3000	convoy_talk_34031_7
17-34027	534	862	0	
17-34029	481	965	0	
17-34029	492	974	0	
17-34029	506	982	0	
17-34029	517	989	0	
17-34029	527	996	1000	convoy_talk_34029_5
17-34029	536	1002	0	
17-34031	561	951		
17-34031	561	948		
17-34031	559	944		
17-34031	553	937		
17-34031	553	926	3000	convoy_talk_34031_5
17-34031	548	918		
17-34031	541	912		
17-34031	536	907		
17-34031	529	895		
17-34031	527	881		
17-34031	527	862	3000	convoy_talk_34031_11
17-34031	533	854		
17-34021	272	764	0	
17-34021	280	769	0	
17-34021	290	774	0	
17-34021	302	783	0	
17-34021	302	800	3000	convoy_talk_34021_5
17-34021	300	812	0	
17-34021	298	827	0	
17-34021	302	837	0	
17-34021	306	852	4000	convoy_talk_34021_9
17-34021	303	854	2000	convoy_talk_34021_10
17-34021	300	853	0	
17-34012	212	775	2000	convoy_talk_34012_1
17-34012	219	778	0	
17-34012	230	781	0	
17-34012	241	784	1000	convoy_talk_34012_4
17-34012	252	788	0	
17-34012	263	791	0	
17-34012	273	795	0	
17-34012	278	798	0	
17-34012	278	809	0	
17-34012	284	816	0	
17-34012	296	815	1000	convoy_talk_34012_11
17-34012	306	811	0	
17-34012	315	808	0	
17-34012	325	809	1000	convoy_talk_34012_14
17-34012	333	812	0	
17-34012	339	814	0	
17-34012	341	814	0	
17-34142	805	711	0	convoy_talk_34142_1
17-34142	799	709	0	convoy_talk_34142_2
17-34142	795	709	0	
17-34142	792	711	0	
17-34142	789	714	0	
17-34142	787	717	0	
17-34142	784	715	0	
17-34142	781	713	0	
17-34142	778	710	0	
17-34142	775	707	0	
17-34142	770	704	0	
17-34142	765	699	0	convoy_talk_34142_12
17-34142	760	696	0	convoy_talk_34142_13
17-34142	755	692	0	
17-34142	748	695	0	
17-34142	742	698	0	
17-34142	735	702	2000	convoy_talk_34142_17
17-34142	732	703	0	
17-34142				
17-34142				
17-34142				
17-34142				
17-34142				
16-34054	-443	-385	2000	convoy_talk_34054_1
16-34054	-454	-389	0	
16-34054	-464	-393	0	
16-34054	-473	-398	0	
16-34054	-479	-405	2000	convoy_talk_34054_8
16-34054	-484	-413	0	
