STRING	STRING	STRING	STRING	STRING
ID	Xpoint	Zpoint	HoldTime	TalkID
11-36013	324	378	0	
11-36013	248	380	0	
11-36013	233	379	0	
11-36013	160	410	3000	convoy_talk_36013
11-36013	150	408	0	
11-36078	604.805	669.605	0	
11-36078	635.166	680.08	0	
11-36078	702.553	656.206	0	
11-36078	716.678	656.996	0	
11-36106	491	498	0	
11-36106	477	531	0	
11-36106	475	535	0	
11-36106	476	555	0	
11-36106	478	625	0	
11-36106	491	626	0	
11-36106	494	649	0	
11-36106	530	648	0	
11-36106	561	633	0	
11-36106	589	654	0	
11-36106	578	669	0	
11-36106	592	680	0	
11-36106	604	664	0	
11-36106	628	675	0	
11-36106	650	697	0	
11-36106	599	735	0	
11-36106	624	768	0	
11-36106	629	783	0	
11-36106	614	788	5000	convoy_talk_36106
11-36110	49	203	0	
11-36110	91	187	0	
11-36110	99	206	2000	convoy_talk_36110
11-36110	100	207	0	
11-36155	488	649	0	
11-36155	530	648	0	
11-36155	561	633	0	
11-36155	589	654	0	
11-36155	578	669	0	
11-36155	592	680	0	
11-36155	604	664	0	
11-36155	628	675	0	
11-36155	650	697	0	
11-36155	599	735	0	
11-36155	624	768	0	
11-36155	628	779	0	
11-36155	617	795	5000	convoy_talk_36155
12-36195	198	525	0	
12-36195	167	517	0	
12-36195	139	503	0	
12-36195	124	508	0	
12-36195	86	520	0	
12-36195	23	500	0	
12-36195	11	522	0	
12-36195	-56	547	0	
12-36195	-78	540	0	
12-36195	-104	477	0	
17-36186	973	916	0	
17-36186	926	875	0	
2-36543	-194	-243	0	
2-36543	-215	-257	1000	
2-36543	-265	-280	0	
2-36543	-291	-286	0	
2-36543	-304	-321	0	
2-36543	-307	-331	0	
2-36543	-296	-341	0	
2-36543	-247	-333	1000	
2-36543	-257	-345	0	
2-36543	-242	-342	0	
2-36543	-224	-335	0	
2-36543	-210	-390	0	
2-36543	-196	-403	0	
2-36543	-150	-420	0	
2-36543	-103	-440	0	
2-36543	-58	-457	0	
20-36258	671	1283	0	
20-36258	675	1285	0	
20-36258	683.5	1285.2	3000	convoy_talk_36258
20-36258	686.3	1285.3	0	
11-36023	242	398	0	convoy_talk_36023
11-36023	265	402	0	
11-36023	291	379	0	
11-36023	380	374	3000	
11-36076	522	371.5	0	
11-36076	522	374	0	
11-36076	521	378	0	
11-36076	513	379	1	
11-36562	466	527	1000	convoy_talk_36562
12-36211	-142	741	0	
12-36211	-137	747	0	
12-36211	-100	768	0	
12-36211	-85	792	0	
12-36211	-66	817	0	
12-36211	-60.2	846	0	
12-36211	-53	879	0	
12-36211	-47	891	0	
12-36211	-16.4	898	0	
12-36211	25	883	0	
12-36211	54	865	3000	convoy_talk_36211
17-36305	374.404	428.739	0	
17-36305	370.911	405.47	3000	
17-36305	363.328	405.89	0	
11-36003	480	621	3000	convoy_talk_36003_1
11-36003	479	604	0	
11-36003	479	579	0	
11-36003	480	552	0	
11-36003	480	536	0	
11-36003	507	512	0	
11-36003	509	490	0	
11-36003	514	469	0	
11-36003	530	467	5000	convoy_talk_36003_9
11-36003	524	470	0	
11-36021	309	219	0	
11-36021	319	197	0	
11-36021	333	165	0	
11-36021	346	140	0	
11-36021	371	120	0	
11-36021	388	163	0	
11-36021	405	179	3000	convoy_talk_36021_7
11-36021	413	180	0	
