STRING	STRING	STRING	STRING	STRING
ID	Xpoint	Zpoint	HoldTime	TalkID
634-30207	1711	790		
634-30207	1699	787		
634-30207	1691	781		
634-30207	1691	767		
634-30207	1691	754		
634-30207	1691	747		
634-30207	1691	739		
634-30207	1691	729		
634-30207	1691	721		
634-30207	1691	710		
634-30207	1691	703		
634-30207	1691	693		
634-30207	1691	685		
634-30207	1691	673		
634-30207	1691	659		
634-30207	1691	644		
634-30207	1691	633		
634-30207	1691	620		
634-30207	1691	609		
634-30207	1690	599		
634-30207	1691	589		
634-30207	1691	576		
634-30207	1691	559		
