STRING	STRING	STRING	STRING	STRING
ID	Xpoint	Zpoint	HoldTime	TalkID
17-22174	569.91144	286.41898	5000	
17-22174	598.25134	287.94577	0	
17-22174	598.60877	319.33786	0	
17-22174	593.83759	327.46573	0	
17-22174	573.64941	327.43048	0	
17-22174	573.51868	318.11353	0	
17-22174	569.71735	315.55902	0	
17-22174	573.2298	299.6369	0	
17-22174	581.33197	294.24506	0	
17-22174	583.69128	265.25226	0	
17-22174	587.18835	258.52499	0	
17-22174	592.73389	261.19739	5000	
17-22178	568.32849	285.8956	5000	
17-22178	577.45972	287.71597	0	
17-22178	581.06378	280.74793	0	
17-22178	574.98474	273.31326	5000	
17-22184	546.16895	585.85956	5000	
17-22184	540.98877	586.47162	0	
17-22184	537.94055	582.85144	0	
17-22184	524.78552	583.67145	0	
17-22184	523.86542	603.34039	0	
17-22184	560.8346	609.68823	0	
17-22184	560.6239	651.35297	0	
17-22184	648.73962	650.45972	0	
17-22184	648.8891	602.63721	0	
17-22184	640.85071	591.50159	5000	
17-22192	546.58063	585.59967	5000	
17-22192	540.81085	587.32062	0	
17-22192	537.64874	583.22144	0	
17-22192	524.59479	584.65881	0	
17-22192	523.04633	607.42731	0	
17-22192	558.80756	607.85199	0	
17-22192	559.66437	530.0257	0	
17-22192	556.4162	523.25287	0	
17-22192	533.9137	515.99304	0	
17-22192	524.35638	491.83752	0	
17-22192	538.7583	476.21906	5000	
17-22198	698.4	584.8	0	
17-22198	713.2	585.1	0	
17-22198	712.7	572.9	2000	convoy_talk_22198_3
17-22198	713.3	557.7	0	
17-22198	713.6	541.8	0	
3-22044	117.18	1367.24	1500	convoy_talk_22044_1
3-22044	118.88	1376.38		
3-22044	120.48	1385.38		
3-22044	121.95	1393.47		
3-22044	125.08	1402.23		
3-22044	128.93	1413.46		
3-22044	131.61	1421.26		
3-22044	133.96	1428.12		
3-22044	135.97	1433.96		
3-22044	136.36	1435.09	2000	convoy_talk_22044_10
3-22044	138.17	1428.13		
3-22044	143.09	1423.31		
3-22044	149.77	1423.4		
3-22044	162.65	1422.77		
3-22044	165.18	1426.58		
3-22044	166.57	1435.21		
3-22044	168.09	1445.47		
3-22044	160.19	1452.44		
3-22044	153.33	1461.09		
3-22044	146.92	1469.16	2000	
3-22044	148.15	1473.73	5000	convoy_talk_22044_21
3-22044	149.35	1478.23		
14-22063	678	928	3000	convoy_talk_22063_1
14-22063	680	932	0	
14-22050	610	434	6000	convoy_talk_22050_1
14-22050	605	437	0	
14-22050	600	439	0	
