STRING	STRING	STRING	STRING	STRING
ID	Xpoint	Zpoint	HoldTime	TalkID
14-84631	775	1006	5000	convoy_talk_84631_1
14-84631	773	1000	0	
14-84631	720	1014	0	
14-84631	684	1024	0	
14-84631	678	1020	0	
14-84631	672	1022	0	
14-84631	667	1030	0	
14-84631	657	1030	0	
14-84631	639	1026	0	
14-84631	601	1028	0	
14-84645	775	1006	5000	convoy_talk_84631_1
14-84645	773	1000	0	
14-84645	720	1014	0	
14-84645	684	1024	0	
14-84645	678	1020	0	
14-84645	672	1022	0	
14-84645	667	1030	0	
14-84645	657	1030	0	
14-84645	639	1026	0	
14-84645	601	1028	0	
