STRING	STRING	STRING	STRING	STRING
ID	Xpoint	Zpoint	HoldTime	TalkID
11-46149	592	809	0	
11-46149	591	829	0	
11-46149	570	833	0	
11-46149	554	832	0	
11-46149	532	829	0	
11-46149	510	821	2000	convoy_talk_46149_1
11-46149	498	815	2000	convoy_talk_46149_2
11-46149	481	826	0	
11-46149	463	826	0	
11-46149	446	826	2000	convoy_talk_46149_3
11-46149	431	825	0	
19-46199	89	527	0	
19-46199	118	529	0	
19-46199	145	526	0	
19-46199	144	500	2000	convoy_talk_46199_1
19-46199	142	472	0	
19-46199	133	439	2000	convoy_talk_46199_2
19-46199	124	413	0	
20-46240	490	1363	0	
20-46240	510	1354	0	
20-46240	534	1347	0	
20-46240	557	1339	2000	convoy_talk_46240_1
20-46240	576	1332	0	
20-46240	599	1314	0	
20-46240	617	1299	0	
20-46240	635	1286	2000	convoy_talk_46240_2
20-46240	649	1286	0	
20-46240	657	1293	2000	convoy_talk_46240_3
20-46240	668	1293	0	
20-46250	362	1234	0	
20-46250	376	1242	0	
20-46250	395	1236	0	
20-46250	410	1249	0	
20-46250	424	1277	0	
20-46250	435	1303	2000	convoy_talk_46250_1
20-46250	443	1322	0	
20-46250	456	1350	0	
20-46250	475	1362	0	
20-46250	503	1354	0	
20-46250	527	1348	0	
20-46250	549	1342	0	
20-46250	578	1330	0	
20-46250	607	1306	0	
20-46250	626	1284	0	
20-46250	639	1285	0	
20-46250	657	1286	0	
20-46250	659	1293	2000	convoy_talk_46250_2
20-46250	658	1294	2000	convoy_talk_46250_3
20-46250	650	1298	0	
24-46106	524	612	0	
24-46106	525	593	0	
24-46106	522	577	0	
24-46106	517	564	0	
24-46106	512	547	0	
24-46106	506	530	1500	convoy_talk_46106_1
24-46106	501	515	1500	convoy_talk_46106_2
24-46106	492	498	0	
7-46074	702	22	0	
7-46074	682	24	0	
7-46074	656	32	0	
7-46074	629	38	0	
7-46074	607	49	0	
7-46074	579	37	0	
7-46074	557	26	1000	convoy_talk_46074_1
7-46074	539	19	1000	convoy_talk_46074_2
7-46074	546	11	0	
7-46074	548	5	0	
24-46112	383	453	0	
24-46112	399	463	0	
24-46112	415	469	0	
24-46112	434	476	0	
24-46112	453	485	0	
24-46112	467	482	0	
24-46112	469	463	0	
24-46112	455	446	0	
24-46112	444	426	1500	convoy_talk_46112_1
24-46112	442	409	1500	convoy_talk_46112_2
24-46112	447	402	1500	convoy_talk_46112_3
24-46112	451	401	0	
19-46207	-305	577	0	
19-46207	-297	596	0	
19-46207	-286	616	0	
19-46207	-255	616	0	
19-46207	-228	616	0	
19-46207	-208	604	0	
19-46207	-182	592	0	
19-46207	-184	592	0	
19-46207	-153	555	0	
19-46207	-133	551	0	
19-46207	-126	564	0	
19-46207	-126	581	0	
19-46207	-119	599	0	
19-46207	-106	624	0	
19-46207	-100	651	2000	convoy_talk_46207_1
19-46207	-86	651	0	
19-46207	-71	651	2000	convoy_talk_46207_2
19-46207	-70	653	2000	convoy_talk_46207_3
19-46207	-74	645	0	
19-46218	20	128	0	
19-46218	15	133	0	
19-46218	4	147	0	
19-46218	-12	173	2000	convoy_talk_46218_1
19-46218	-49	169	0	
19-46218	-71	186	2000	convoy_talk_46218_2
19-46218	-66	213	0	
