STRING	STRING	STRING	STRING	STRING
ID	Xpoint	Zpoint	HoldTime	TalkID
11-44155	133	322	0	
11-44155	107	359	0	
11-44155	89	411	0	
11-44155	92	440	0	
11-44399	-87	668	0	
11-44399	-73	671	0	
11-44399	-63	675	0	
11-44399	-50	681	0	
11-44399	-42	683	0	
11-44399	-29	681	0	
11-44399	-11	669	0	
16-44293	621	333	0	
16-44293	614	293	0	
16-44293	611	229	0	
16-44293	608	184	1000	convoy_talk_44293
16-44293	608	194	0	
6-44319	553	344	0	
6-44319	579	410	0	
6-44319	558	432	0	
6-44319	570	463	5000	
16-44339	1175	1172	0	
16-44339	1181	1192	0	
16-44339	1188	1209	0	
16-44339	1194	1228	0	
16-44339	1219	1269	0	
16-44339	1225	1284	0	
16-44339	1234	1296	0	
16-44339	1244	1306	0	
16-44339	1258	1326	0	
16-44339	1271	1343	0	
16-44339	1282	1347	0	
16-44339	1305	1355	0	
16-44339	1325	1355	0	
16-44339	1343	1365	0	
16-44339	1365	1369	0	
16-44339	1391	1354	0	
16-44344	1391	1354	0	
16-44344	1365	1369	0	
16-44344	1343	1365	0	
16-44344	1325	1355	0	
16-44344	1305	1355	0	
16-44344	1282	1347	0	
16-44344	1271	1343	0	
16-44344	1258	1326	0	
16-44344	1244	1306	0	
16-44344	1234	1296	0	
16-44344	1225	1284	0	
16-44344	1219	1269	0	
16-44344	1194	1228	0	
16-44344	1188	1209	0	
16-44344	1181	1192	0	
16-44344	1175	1172	0	
16-44360	824	534	0	
16-44360	830	539	0	
16-44360	842	547	0	
16-44360	848	551	0	
19-44204	165	300	0	
19-44204	154	295	0	
19-44204	145	315	0	
20-44253	767	643	1000	
20-44253	763	657	0	
20-44253	755	663	1000	
20-44253	751	667	0	
20-44253	746	661	0	
20-44253	750	653	0	
6-44013	539.5	350	0	
6-44013	517	318	0	
6-44013	491	316.6	0	
6-44013	468.6	294.5	0	
6-44013	445	295.5	0	
6-44013	425.5	304	0	
6-44013	408.5	300	0	
6-44013	375	280	0	
6-44013	339	259	0	
6-44013	327	220	0	
6-44013	317.2	180.6	0	
6-44098	585.6	335.5	0	
6-44098	583.9	359.8	0	
6-44098	574	366	0	
6-44098	563	375	0	
6-44098	581	406	0	
6-44098	611	424	0	
6-44098	604	464	0	
6-44098	627	479	0	
6-44098	641	498	0	
6-44098	687.5	494.17	0	
6-44146	639	275	0	
6-44146	625	273	0	
6-44146	624	234	0	
6-44146	589	222	0	
6-44146	589	205	3000	convoy_talk_44146_1
6-44146	588	207	5000	convoy_talk_44146_2
6-44146	586	210	5000	convoy_talk_44146_3
6-44146	588	214	0	
11-44158	292	173	2000	
11-44158	259	166	0	
11-44158	204	164	0	
11-44158	185	168	2000	
11-44158	163	184	3000	
11-44158	162	187	0	
19-44200	185	300	1000	
19-44200	162	258	0	
19-44200	131	250	0	
19-44200	120	235	0	
19-44208	178	247	2000	
19-44208	157	255	0	
19-44208	135	251	0	
26-44550	757	1037	0	
26-44550	744	1022	0	
26-44550	750	1009	0	
				
4-44508	600.19	461.42	0	
4-44508	572.35	460.93	0	
4-44508	544.04	467.19	0	
4-44508	496.92	478.51	0	
4-44508	473.17	486.03	2000	
4-44508	430.4	493.77	2000	
4-44508	422.46	501.82	0	
26-44545	1153.47	1573.58	2000	
26-44545	1164.3	1580.7	0	
26-44545	1183.8	1579.4	0	
26-44545	1186.4	1572.6	2000	
26-44545	1189.4	1576.6	0	
6-44075	721.5	598	0	
6-44075	733.8	603	0	
6-44075	757.6	604	0	
6-44075	781.6	614.5	0	
6-44075	808.3	618	0	
6-44075	804.1	646.8	0	
6-44075	803.6	641.5	5000	
4-44522	725.52	641.18	0	
4-44522	694.98	636.08	0	
4-44522	668.92	622.58	0	
4-44522	653	614	0	
4-44522	646	606	0	
26-44561	848.8	1051.7	2000	
26-44561	855.78	1066.43	0	
26-44561	873	1073	0	
26-44561	899	1089	0	
26-44561	951	1125	1000	
26-44561	966	1141	0	
26-44561	1000	1174	0	
26-44561	1014	1191	0	
26-44561	1018.74	1201.8	2000	
26-44561	1030.14	1203.3	0	
26-44570	1702.86	1643.14	2000	convoy_talk_44570_1
26-44570	1694	1616	0	
26-44570	1680	1596.8	1000	convoy_talk_44570_2
26-44570	1659	1594	1000	convoy_talk_44570_3
26-44570	1647.98	1595.85	0	
26-44570	1636.89	1596.43	0	
26-44570	1605.7	1596.79	0	
26-44570	1546.5	1581.89	2000	convoy_talk_44570_5
26-44570	1535	1589	0	
6-44087	500	391	0	
6-44087	503	412	0	
6-44087	523	431	0	
6-44087	527.3	475	0	
6-44087	483.6	499.7	0	
6-44087	477.7	566.6	0	
6-44087	441.8	566.2	0	
6-44087	421	557	0	
6-44087	392.1	557.6	3000	
6-44087	351	550.5	0	
6-44087	305	513	0	
6-44087	260.2	476	0	
6-44087	215	484.5	3000	
6-44087	203.5	486	3000	convoy_talk_44087_14
6-44087	205	500	0	
6-44038	555	261	3000	convoy_talk_44038_1
6-44038	536	269	0	
6-44038	512	282	0	
6-44038	487	291	0	
6-44038	460	292	0	
6-44038	432	296	0	
6-44038	423	290	0	
6-44038	417	261	0	
6-44038	410	253	0	
6-44038	405	205	0	
6-44038	405	197	4000	convoy_talk_44038_11
6-44038	402	191	0	
6-44016	330	215	0	
6-44016	314	244	0	
6-44016	305	258	3000	convoy_talk_44016_3
6-44016	290	268	0	
