STRING	STRING	STRING	STRING	STRING
ID	Xpoint	Zpoint	HoldTime	TalkID
1-10169	880	680		
1-10169	844	672		
1-10169	849	651		
1-10169	846	596		convoy_talk_31021_1
1-10169	856	559		
1-10169	877	553		
1-10169	890	544		
1-10169	910	548	2000	convoy_talk_31021_2
1-10169	918	549		
1-10170	875	679		
1-10170	844	674		
1-10170	849	653		
1-10170	847	598		
1-10170	856	554		
1-10170	847	530		
1-10170	795	501		
1-10170	785	477		
1-10170	738	475	5000	convoy_talk_31022_1
1-10170	729	473	3000	convoy_talk_31022_2
1-10170	719	469		
1-10211	687	773		
1-10211	687	781		
1-10211	683	793		
1-10211	684	805		
1-10211	705	815		
1-10211	734	823		
1-10211	764	826		
1-10211	788	821		
1-10211	817	811		
1-10211	848	807		
1-10211	852	822		
1-10211	848	832		
1-10211	843	842		
1-10211	845	849		
