STRING	STRING	STRING	STRING	STRING
ID	Xpoint	Zpoint	HoldTime	TalkID
10-85043	838	240	0	
10-85043	840	251	0	
10-85043	840	266	0	
10-85043	849	274	0	
10-85043	865	277	0	
10-85043	875	274	0	
10-85043	881	271	0	
10-85043	885	270	0	
10-85044	889	264	0	
10-85044	894	258	0	
10-85044	900	252	0	
10-85044	907	246	0	
10-85044	913	241	0	
10-85044	919	236	0	
10-85044	926	231	0	
10-85044	931	224	0	
10-85044	938	220	0	
10-85044	942	217	0	
10-85044	948	212	0	
10-85044	957	205	0	
10-85044	964	200	0	
10-85044	968	195	0	
10-85044	976	189	0	
10-85044	981	184	0	
10-85044	988	178	0	
10-85044	996	172	0	
10-85044	1003	166	0	
10-85044	1011	160	0	
10-85044	1015	156	0	
10-85045	1019	152	0	
10-85045	1026	146	0	
10-85045	1031	142	0	
10-85045	1035	138	0	
10-85045	1042	130	0	
10-85045	1054	123	0	
10-85045	1063	115	0	
10-85045	1070	109	0	
10-85045	1077	106	0	
