STRING	STRING	STRING	STRING	STRING
ID	Xpoint	Zpoint	HoldTime	TalkID
10-40005	451	531	0	
10-40042	441.656	541.153	0	
10-40042	435.516	544.816	1000	convoy_talk_40042
10-40042	432.872	546.316	0	
10-40100	309.494	551.77	0	convoy_talk_40100_1
10-40100	309.169	516.413	0	
13-40414	1571	1557	1000	convoy_talk_40414_1
13-40414	1573	1525	0	
13-40414	1572	1510	0	
13-40414	1546	1499	0	
13-40414	1532	1476	0	
13-40414	1482	1482	3000	convoy_talk_40414_2
13-40414	1412	1492	3000	convoy_talk_40414_3
13-40414	1401	1482	0	
14-40121	725.343	232.363	0	convoy_talk_40121_1
14-40121	721.318	229.097	0	
14-40121	715.539	183.161	0	
14-40121	747.749	169.725	0	
14-40121	746.015	162.117	0	
14-40121	746.341	162.109	1000	convoy_talk_40121_2
14-40121	738.522	162.711	0	
19-40547	-40.18	247.69	0	
19-40547	-58.1	229.96	0	
19-40547	-65.55	215.46	0	
19-40547	-69.56	185.84	0	
19-40547	-44	171	0	
19-40547	-15	167	0	
19-40547	-4	150	0	
19-40547	-8	148	2000	convoy_talk_40547
19-40547	-1	148	0	
21-40256	149	670	0	
21-40256	158	675	0	
21-40256	167	672	0	
21-40256	205	695	0	
21-40256	230	727	0	
21-40256	254	759	0	
21-40256	232	774	0	
5-40488	376	42	0	
5-40488	384	-24	0	
5-40488	384	-64	0	
5-40488	405	-89	0	
5-40488	404	-104	0	
5-40488	387	-115	0	
5-40488	386	-157	0	
5-40488	386	-199	0	
5-40488	358	-201	3000	
5-40488	352.6	-198.3	0	
13-40424	908	1388	0	
13-40424	905	1394	0	
10-40244	550	89	0	
10-40244	567	90	0	
10-40244	578	98	0	
10-40244	584	89	0	
10-40244	606	89	0	
10-40244	613	83	0	
10-40244	565	30	0	
10-40244	567	-6	0	
10-40244	574	-6	0	
10-40244	576	-6	0	
10-40244	557	-6	0	
10-40244	558	-14	0	
10-40244	556	-15	0	
10-40244	563	-15	0	
10-40244	566	-1	0	
10-40244	565	4	0	
10-40004	443	538	0	
10-40004	450	530	0	
10-40004	478	518	0	
10-40004	491	506	0	
10-40004	497.591	491.019	0	
10-40171	449	88	0	
10-40171	441	100	0	
10-40171	384	109	0	
10-40171	360	109	0	
10-40171	330	107	0	
13-40412	1533	1520	0	
13-40412	1527	1514	0	
13-40412	1542	1500	0	
13-40412	1532	1476	0	
13-40412	1472	1483	10000	convoy_talk_40412_5
13-40412	1428	1490	10000	convoy_talk_40412_6
13-40412	1425	1485	5000	convoy_talk_40412_7
13-40412	1422	1497	5000	convoy_talk_40412_8
13-40412	1418	1493	5000	convoy_talk_40412_9
13-40412	1412	1494	0	
10-40075	601	143	5000	convoy_talk_40075_1
10-40075	619	142	0	
10-40041	440.1	220.8	0	
10-40041	436.3	213.6	0	
10-40041	444.5	209.1	0	
10-40041	487	228.6	0	
10-40041	488.1	237.4	0	
10-40041	487.8	260.3	0	
10-40041	474	261.2	0	
10-40041	460	260	0	
