STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	ItemId	NpcId	RefreshMonster	Count	CountEx	Droprate	TrackInfo	SceneId	HideNpcID	TaskID
56840				3		1	collectinfo_56840	20		
56841				3		1	collectinfo_56841	20		
56842				3		1	collectinfo_56842	20		
56843				3		1	collectinfo_56843	20		
56844				3		1	collectinfo_56844	20		
56845				3		1	collectinfo_56845	20		
56846				3		1	collectinfo_56846	20		
56847				3		1	collectinfo_56847	20		
56848				3		1	collectinfo_56848	20		
56849				3		1	collectinfo_56849	20		
56850				3		1	collectinfo_56850	20		
56851				3		1	collectinfo_56851	20		
56852				3		1	collectinfo_56852	20		
56853				3		1	collectinfo_56853	20		
56854				3		1	collectinfo_56854	20		
56855				3		1	collectinfo_56855	20		
56856				3		1	collectinfo_56856	20		
56857				3		1	collectinfo_56857	20		
56858				3		1	collectinfo_56858	20		
56859				3		1	collectinfo_56859	20		
56860				3		1	collectinfo_56860	20		
56861				3		1	collectinfo_56861	20		
56862				3		1	collectinfo_56862	20		
56863				3		1	collectinfo_56863	20		
56864				3		1	collectinfo_56864	20		
56865				3		1	collectinfo_56865	20		
56866				3		1	collectinfo_56866	20		
56867				3		1	collectinfo_56867	20		
56868				3		1	collectinfo_56868	20		
56869				3		1	collectinfo_56869	20		
56870				3		1	collectinfo_56870	20		
56871				3		1	collectinfo_56871	20		
56872				3		1	collectinfo_56872	20		
56873				3		1	collectinfo_56873	20		
56874				3		1	collectinfo_56874	20		
56875				3		1	collectinfo_56875	20		
56876				3		1	collectinfo_56876	20		
56877				3		1	collectinfo_56877	20		
56878				3		1	collectinfo_56878	20		
56879				3		1	collectinfo_56879	20		
56880				3		1	collectinfo_56880	20		
56881				3		1	collectinfo_56881	20		
56882				3		1	collectinfo_56882	20		
