STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	ItemId	NpcId	RefreshMonster	Count	CountEx	Droprate	TrackInfo	SceneId	TaskID	HideNpcID
43600	taskitem_192m	monf042100		4		1	collectinfo_43600	21	82850	
43603	taskitem_195m	monf040500		1		1	collectinfo_43603	21	82858	
43604	taskitem_196m	monf040602		4		1	collectinfo_43604	21	82861	
43606	taskitem_201m	Gather00105m		1		1	collectinfo_43606	21	82863	
43607	taskitem_197m	monf040500		1		1	collectinfo_43607	21	82867	
43608	taskitem_202m	Gather00106m		4		1	collectinfo_43608	21	82869	
43609	taskitem_203m	Gather00107m		3		1	collectinfo_43609	21	82870	
43610	taskitem_198m	monf040601		1		1	collectinfo_43610	21	82871	
43601	taskitem_199m	Gather00103m		4		1	collectinfo_43601	21	82851	
43605	taskitem_200m	Gather00104m		4		1	collectinfo_43605	21	82862	
43602	taskitem_193m	monf042100		1		0.5	collectinfo_43602	21	82851	
