STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	ItemId	NpcId	RefreshMonster	CountEx	Count	Droprate	TrackInfo	SceneId	TaskID	HideNpcID
32657							collectinfo_32657	2		
32658							collectinfo_32658	2		
32659							collectinfo_32659	2		
32600	taskitem_130sl	monv020102			5	0.8	collectinfo_32600	2	80342	
32601	taskitem_x008	monv020303			5	0.7	collectinfo_32601	2	80343	
32602	taskitem_186sl	Gather0076sl			5	1	collectinfo_32602	2	80344	
32604	taskitem_176sl	monv025101			5	0.7	collectinfo_32604	2	80346	
32606	taskitem_211sl	Gather0098sl			5	1	collectinfo_32606	2	80348	
32608	taskitem_82sl	Gather0031sl			5	1	collectinfo_32608	2	80350	
32609	taskitem_74sl	Gather0023sl			5	1	collectinfo_32609	2	80351	
32611	taskitem_115sl	monv020201			5	0.8	collectinfo_32611	2	80353	
32613	taskitem_213sl	Gather0099sl			5	1	collectinfo_32613	2	80355	
32614	taskitem_28sl	monv020202			5	0.8	collectinfo_32614	2	80356	
32617	taskitem_185sl	Gather0075sl			5	1	collectinfo_32617	2	80359	
32619	taskitem_80sl	Gather0100sl			5	1	collectinfo_32619	2	80361	
32623	taskitem_214sl	Gather0101sl			5	1	collectinfo_32623	2	80365	
32624	taskitem_210sl	monv024103			5	0.7	collectinfo_32624	2	80394	
32626	taskitem_55sl	Gather0004sl			5	1	collectinfo_32626	2	80396	
32628	taskitem_147sl	monv025502			5	1	collectinfo_32628	2	80398	
32629	taskitem_207sl	monv025303			5	0.7	collectinfo_32629	2	80399	
32630	taskitem_23sl	monv025203			5	0.7	collectinfo_32630	2	80400	
32631	taskitem_164sl	monv023101			5	0.6	collectinfo_32631	2	80401	
32632	taskitem_78sl	Gather0027sl			5	1	collectinfo_32632	2	80402	
32621							collectinfo_32621	2		
32616	taskitem_88sl	Gather0037sl			5	1	collectinfo_32616	2	80358	
32622	taskitem_191sl	Gather0081sl			5	1	collectinfo_32622	2	80364	
32627	taskitem_89sl	Gather0038sl			5	1	collectinfo_32627	2	80397	
32633	taskitem_164sl	monv023101			5	0.7	collectinfo_32633	2	80403	
32634	taskitem_215sl	monv023301			5	0.7	collectinfo_32634	2	80404	
32635	taskitem_210sl	monv023203			5	0.7	collectinfo_32635	2	80405	
32625	taskitem_63sl	Gather0012sl			5	1	collectinfo_32625	2	80395	
32637	taskitem_216sl	Gather0102sl			5	1	collectinfo_32637	2	80407	
32638	taskitem_187sl	Gather0077sl			5	1	collectinfo_32638	2	80408	
32639	taskitem_210sl	monv020301			5	0.7	collectinfo_32639	2	80409	
32640	taskitem_210sl	monv025401			5	0.7	collectinfo_32640	2	80417	
32641	taskitem_178sl	Gather0068sl			5	1	collectinfo_32641	2	80418	
32643	taskitem_205sl	Gather0095sl			5	1	collectinfo_32643	2	80420	
32642	taskitem_173sl	Gather0063sl			5	1	collectinfo_32642	2	80419	
32644	taskitem_218sl	Gather0103sl			6	1	collectinfo_32644	2	80421	
32645	taskitem_164sl	monv023401			1	0.4	collectinfo_32645	2	80422	
32646	taskitem_219sl	monv024104			1	0.4	collectinfo_32646	2	80423	
32647	taskitem_78sl	Gather0027sl			5	1	collectinfo_32647	2	80424	
32648	taskitem_210sl	monv020501			5	0.7	collectinfo_32648	2	80425	
32649	taskitem_166sl	Gather0056sl			1	1	collectinfo_32649	2	80426	
32650	taskitem_75sl	Gather0024sl			5	1	collectinfo_32650	2	80427	
32651	taskitem_161sl	monv022102			5	0.7	collectinfo_32651	2	80428	
32652	taskitem_206sl	Gather0096sl			5	1	collectinfo_32652	2	80429	
32653	taskitem_193sl	monv023503			5	0.7	collectinfo_32653	2	80430	
32654	taskitem_64y	monv025502			1	0.4	collectinfo_32654	2	80431	
32656	taskitem_hs83	monv022201			1	0.4	collectinfo_32656	2	80433	
32615	taskitem_282b	monv020403			5	0.7	collectinfo_32615	2	80357	
32603	taskitem_93sl	Gather0042sl			1	1	collectinfo_32603	2	80345	
32607	taskitem_w001	monv020102			1	0.5	collectinfo_32607	2	80349	
32612	taskitem_135sl	Gather0072sl			5	1	collectinfo_32612	2	80354	
32620	taskitem_43sl	monv020301			5	0.7	collectinfo_32620	2	80362	
32655	taskitem_54sl	Gather0021sl			5	1	collectinfo_32655	2	80432	
32605	taskitem_210sl	monv020203			3	1	collectinfo_32605	2	80347	
32636	taskitem_76sl	Gather0025sl			5	1	collectinfo_32636	2	80406	
32618	taskitem_24sl	monv020404			3	1	collectinfo_32618	2	80360	
32610	taskitem_164sl	Gather0054sl			1	1	collectinfo_32610	2	80352	
