STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	ItemId	NpcId	RefreshMonster	Count	CountEx	Droprate	TrackInfo	SceneId	TaskID	HideNpcID
40720	taskitem_246m	Gather00049m		4		1	collectinfo_40720	18	82301	
40722	taskitem_153m	Gather00051m		4		1	collectinfo_40722	18	82302	
40723	taskitem_154m	Gather00052m		4		1	collectinfo_40723	18	82303	
40725	taskitem_155m	Gather00053m		4		1	collectinfo_40725	18	82305	
40726	taskitem_156m	Gather00054m		3		1	collectinfo_40726	18	82305	
40727	taskitem_157m	Gather00055m		5		1	collectinfo_40727	18	82308	
40728	taskitem_158m	Gather00056m		4		1	collectinfo_40728	18	82308	
40729	taskitem_159m	Gather00057m		3		1	collectinfo_40729	18	82309	
40730	taskitem_160m	Gather00058m		1		1	collectinfo_40730	18	82310	
40731	taskitem_161m	Gather00059m		1		1	collectinfo_40731	18	82310	
40732	taskitem_147m	monf014400		3		1	collectinfo_40732	18	82311	
40733	taskitem_148m	Gather00060m		4		1	collectinfo_40733	18	82313	
40734	taskitem_149m	monf014101		4		1	collectinfo_40734	18	82316	
40736	taskitem_163m	Gather00061m		4		1	collectinfo_40736	18	82318	
40737	taskitem_164m	Gather00062m		5		1	collectinfo_40737	18	82321	
40738	taskitem_165m	Gather00063m		4		1	collectinfo_40738	18	82321	
40721	taskitem_152m	Gather00050m		5		1	collectinfo_40721	18	82301	
40739	taskitem_151m	monrf011217		1		1	collectinfo_40739	18	82323	
40724	taskitem_146m	monrf011211		3		1	collectinfo_40724	18	82304	
40735	taskitem_150m	monf014102		2		1	collectinfo_40735	18	82317	
