STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	ItemId	NpcId	RefreshMonster	Count	CountEx	Droprate	TrackInfo	SceneId	TaskID	HideNpcID
43850	taskitem_204m	monf045301		3		0.8	collectinfo_43850	21	83100	
43851	taskitem_205m	monf045301		3		0.8	collectinfo_43851	21	83100	
43854	taskitem_212m	Gather00110m		3		1	collectinfo_43854	21	83103	
43855	taskitem_213m	Gather00111m		3		1	collectinfo_43855	21	83103	
43858	taskitem_214m	Gather00112m		5		1	collectinfo_43858	21	83113	
43859	taskitem_215m	Gather00113m		1		1	collectinfo_43859	21	83113	
43853	taskitem_210m	Gather00108m		4		1	collectinfo_43853	21	83101	
43857	taskitem_208m	monf045300		1		1	collectinfo_43857	21	83106	
43860	taskitem_209m	monf045100		4		1	collectinfo_43860	21	83120	
43852	taskitem_211m	Gather00109m		3		1	collectinfo_43852	21	83101	
43856	taskitem_207m	monf045300		1		1	collectinfo_43856	21	83106	
