STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	ItemId	NpcId	RefreshMonster	Count	CountEx	Droprate	TrackInfo	SceneId	HideNpcID	TaskID
41772	taskitem_12fj	Gather0002fj		5		1	collectinfo_41772	11		86352
41778	taskitem_16fj	Gather0007fj		1		1	collectinfo_41778	11		86359
41779	taskitem_12fj	Gather0008fj		3		1	collectinfo_41779	11		86360
41780	taskitem_14fj	Gather0009fj		3		1	collectinfo_41780	11		86360
41781	taskitem_15fj	Gather0010fj		3		1	collectinfo_41781	11		86360
41773	taskitem_13fj	Gather0003fj		5		1	collectinfo_41773	11		86352
41774	taskitem_14fj	Gather0004fj		5		1	collectinfo_41774	11		86352
41775	taskitem_15fj	Gather0005fj		6		1	collectinfo_41775	11		86355
41776	taskitem_7fj	monm074200		1		1	collectinfo_41776	11		86357
41777	taskitem_6fj	Gather0006fj		3		1	collectinfo_41777	11		
