STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	ItemId	NpcId	RefreshMonster	HideNpcID	Count	Droprate	TrackInfo	SceneId	TaskID
82502	Item_4nei_tmlchj	Gather_npc_4nei_tmlchj			1		collectinfo_82502	9	57511
82501	Item_4nei_tmjduding01	Gather_npc_4nei_tmtmjdd			1		collectinfo_82501	9	57502
82503	Item_4nei_tmbylhz01	Gather_npc_4nei_tmbylhz			1		collectinfo_82503	9	57516
82505	Item_4nei_tmaerolite	Gather_npc_4nei_tmaerolite			1		collectinfo_82505	9	57522
82504	Item_4nei_tmtear	Gather_npc_4nei_tmhearttear			1		collectinfo_82504	9	57527
82512	Item_tm5nei_note	Gather_tm5nei_note			1	100	collectinfo_82512	9	57555
82513	Item_0tm5nei_flower	Gather_0tm5nei_flower			1	100	collectinfo_82513	352	57566
82510	Item_5nei_bird01				4		collectinfo_82510	332	57570
82511	Item_5nei_bird02				5		collectinfo_82511	332	57571
