STRING	STRING	STRING	STRING
ID	ChooseNpc	ChooseID	TrackInfoID
1	FuncNpc00004	1	chooseinfo_1
2	FuncNpc00012	2	chooseinfo_2
3	WorldNpc00339	3	chooseinfo_3
4	WorldNpc04413	4	chooseinfo_4
5	WorldNpc02247	5	chooseinfo_5
6	WorldNpc02604	6	chooseinfo_6
7	WorldNpc03313	7	chooseinfo_7
8	WorldNpc03120	8	chooseinfo_8
10	WorldNpc00952	10	chooseinfo_10
11	WorldNpc03810	11	chooseinfo_11
12	worldnpc04101	12	chooseinfo_12
13	WorldNpc09835	13	chooseinfo_13
14	WorldNpc00389	14	chooseinfo_14
15	WorldNpc03421	15	chooseinfo_15
16	WorldNpc03005	16	chooseinfo_16
17	FuncNpc403	17	chooseinfo_17
18	WorldNpc03012	18	chooseinfo_18
19	WorldNpc09833	19	chooseinfo_19
20	WorldNpc04574	20	chooseinfo_20
21	WorldNpc04526	21	chooseinfo_21
22	WorldNpc03306	22	chooseinfo_22
23	sl170	23	chooseinfo_23
24	WorldNpc04525	24	chooseinfo_24
25	WorldNpc03335	25	chooseinfo_25
26	WorldNpc02681	26	chooseinfo_26
27	WorldNpc10746	27	chooseinfo_27
28	JMYCYH002	28	chooseinfo_28
29	WorldNpc10684	29	chooseinfo_29
30	JMYCYH020	30	chooseinfo_30
192			
31	qy_em_liuxm	31	chooseinfo_31
32	rw_jzcq_yxc_23	32	chooseinfo_32
